Fiscal _Year_Released,Recidivism_Reporting_Year,Age_At_Release,Days_To_Return,Release_Type,Race_Ethnicity,Sex,Offense_Classification,Offense_Type,Offense_Subtype,Return_To_Prison,Recidivism_Type,New_Offense_Classification,New_Offense_Type,New_Offense_Subtype
2010,2013,25-34,0,Discharged or End of Sentence,Black - Non-Hispanic,Female,D Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,Black - Non-Hispanic,Female,D Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,Black - Non-Hispanic,Female,D Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,35-44,0,Parole,American Indian or Alaska Native - Non-Hispanic,Female,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2010,2013,55 and Older,411,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Theft,Yes,New,Aggravated Misdemeanor,Public Order,Traffic
2010,2013,45-54,0,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,45-54,301,Parole,White - Non-Hispanic,Male,C Felony,Violent,Assault,Yes,Tech,0,0,0
2010,2013,45-54,0,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,45-54,0,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,35-44,1094,Discharged or End of Sentence,White - Non-Hispanic,Male,Felony - Enhanced,Drug,Trafficking,Yes,New,Aggravated Misdemeanor,Public Order,Traffic
2010,2013,25-34,342,Parole,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,Yes,Tech,0,0,0
2010,2013,25-34,262,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Property,Theft,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2010,2013,Under 25,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Arson,No,No Recidivism,0,0,0
2010,2013,25-34,392,Discharged or End of Sentence,American Indian or Alaska Native - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,D Felony,Drug,Trafficking
2010,2013,35-44,470,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2010,2013,Under 25,0,Discharged or End of Sentence,White - Hispanic,Male,Aggravated Misdemeanor,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,Under 25,218,Parole,White - Non-Hispanic,Male,C Felony,Property,Burglary,Yes,Tech,0,0,0
2010,2013,35-44,0,Parole,Black - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,35-44,0,Parole,Black - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,55 and Older,202,Parole,White - Hispanic,Female,D Felony,Public Order,OWI,Yes,Tech,0,0,0
2010,2013,Under 25,0,Parole,White - Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,252,Parole,White - Hispanic,Male,D Felony,Drug,Trafficking,Yes,Tech,0,0,0
2010,2013,35-44,0,Parole,Black - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,B Felony,Violent,Sex,No,No Recidivism,0,0,0
2010,2013,35-44,178,Parole,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,Yes,Tech,0,0,0
2010,2013,Under 25,159,Parole,White - Non-Hispanic,Female,D Felony,Drug,Other Drug,Yes,Tech,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,25-34,457,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,Aggravated Misdemeanor,Property,Forgery/Fraud
2010,2013,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Property,Vandalism,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Property,Vandalism,No,No Recidivism,0,0,0
2010,2013,45-54,103,Discharged or End of Sentence,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,D Felony,Property,Burglary
2010,2013,55 and Older,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,Under 25,86,Special Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Tech,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2010,2013,25-34,26,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,Tech,0,0,0
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,66,Parole,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,Yes,Tech,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Female,C Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,25-34,383,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2010,2013,45-54,385,Parole,White - Non-Hispanic,Female,Felony - Enhanced,Public Order,Flight/Escape,Yes,New,D Felony,Property,Theft
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,35-44,240,Parole,Black - Non-Hispanic,Male,D Felony,Public Order,Flight/Escape,Yes,New,Aggravated Misdemeanor,Public Order,Traffic
2010,2013,45-54,456,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2010,2013,35-44,385,Parole,White - Non-Hispanic,Male,C Felony,Property,Theft,Yes,Tech,0,0,0
2010,2013,25-34,173,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2010,2013,25-34,160,Parole,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,Tech,0,0,0
2010,2013,25-34,912,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2010,2013,25-34,174,Parole,Black - Non-Hispanic,Male,D Felony,Public Order,OWI,Yes,Tech,0,0,0
2010,2013,25-34,842,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Arson,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2010,2013,25-34,1027,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,New,Serious Misdemeanor,Public Order,OWI
2010,2013,35-44,0,Discharged or End of Sentence,White -,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,25-34,228,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,Tech,0,0,0
2010,2013,35-44,1087,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,Yes,New,D Felony,Drug,Drug Possession
2010,2013,25-34,133,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Drug Possession,Yes,New,D Felony,Drug,Trafficking
2010,2013,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,Traffic,No,No Recidivism,0,0,0
2010,2013,Under 25,175,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,Tech,0,0,0
2010,2013,35-44,708,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,Felony - Enhancement to Original Penalty,Drug,Trafficking
2010,2013,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Other Drug,No,No Recidivism,0,0,0
2010,2013,25-34,497,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,Aggravated Misdemeanor,Property,Burglary
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,No Recidivism,0,0,0
2010,2013,25-34,1009,Discharged or End of Sentence,White - Non-Hispanic,Male,Felony - Enhanced,Property,Burglary,Yes,Tech,0,0,0
2010,2013,35-44,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Other Drug,No,No Recidivism,0,0,0
2010,2013,35-44,405,Parole,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,New,B Felony,Drug,Trafficking
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No Recidivism,0,0,0
2010,2013,Under 25,376,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,D Felony,Property,Burglary
2010,2013,Under 25,655,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,New,Aggravated Misdemeanor,Drug,Drug Possession
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,25-34,692,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,Felony - Enhancement to Original Penalty,Drug,Trafficking
2010,2013,Under 25,143,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,Yes,Tech,0,0,0
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Discharged or End of Sentence,White - Non-Hispanic,Female,Aggravated Misdemeanor,Public Order,OWI,No,No Recidivism,0,0,0
2010,2013,Under 25,362,Parole,White - Non-Hispanic,Male,C Felony,Property,Theft,Yes,Tech,0,0,0
2010,2013,Under 25,492,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,Yes,New,C Felony,Violent,Murder/Manslaughter
2010,2013,Under 25,350,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,Aggravated Misdemeanor,Property,Burglary
2010,2013,45-54,0,Parole,Black - Non-Hispanic,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Violent,Sex,No,No Recidivism,0,0,0
2010,2013,25-34,366,Parole,White - Non-Hispanic,Male,B Felony,Violent,Other Violent,Yes,New,Serious Misdemeanor,Drug,Drug Possession
2010,2013,45-54,474,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,Aggravated Misdemeanor,Violent,Assault
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Serious Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,55 and Older,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,223,Parole,Black - Non-Hispanic,Male,D Felony,Public Order,Flight/Escape,Yes,Tech,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2010,2013,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Vandalism,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,Under 25,0,Parole,White - Hispanic,Male,C Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Hispanic,Female,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2010,2013,35-44,0,Parole,White - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2010,2013,Under 25,0,Discharged or End of Sentence,White - Hispanic,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2010,2013,35-44,275,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,Serious Misdemeanor,Public Order,Flight/Escape
2010,2013,35-44,0,Parole,Black - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2010,2013,35-44,0,Parole,Black - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2010,2013,Under 25,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,283,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,D Felony,Drug,Drug Possession
2010,2013,Under 25,0,Special Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Female,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,Black - Non-Hispanic,Male,B Felony,Other,Other Criminal,No,No Recidivism,0,0,0
2010,2013,35-44,513,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2010,2013,45-54,763,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,Serious Misdemeanor,Violent,Assault
2010,2013,35-44,191,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,Tech,0,0,0
2010,2013,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2010,2013,45-54,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Other Drug,No,No Recidivism,0,0,0
2010,2013,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,25-34,89,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Sex,Yes,Tech,0,0,0
2010,2013,35-44,735,Parole,White - Non-Hispanic,Female,D Felony,Property,Theft,Yes,New,D Felony,Property,Forgery/Fraud
2010,2013,Under 25,332,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,Aggravated Misdemeanor,Property,Theft
